13.5219	52.4048	0	0	0	0	
13.523	52.4291	0	0	0	0	
13.4657	52.4526	0	0	0	0	
13.4635	52.4623	0	0	0	0	
13.4815	52.4637	0	0	0	0	
13.4713	52.481	0	0	0	0	
13.4433	52.4927	0	0	0	0	
13.4556	52.4997	0	0	0	0	
13.4938	52.4913	0	0	0	0	
13.5331	52.472	0	0	0	0	
13.5545	52.4768	0	0	0	0	
13.5848	52.4824	0	0	0	0	
13.6174	52.4747	0	0	0	0	
13.65	52.4796	0	0	0	0	
13.6972	52.4664	0	0	0	0	
13.7096	52.4692	0	0	0	0	
13.7331	52.4547	0	0	0	0	
13.7635	52.4471	0	0	0	0	
13.7354	52.4208	0	0	0	0	
13.7421	52.4035	0	0	0	0	
13.6961	52.3882	0	0	0	0	
13.7017	52.3702	0	0	0	0	
13.677	52.3689	0	0	0	0	
13.6534	52.3391	0	0	0	0	
13.641	52.3481	0	0	0	0	
13.6534	52.3682	0	0	0	0	
13.6343	52.3813	0	0	0	0	
13.614	52.3765	0	0	0	0	
13.5961	52.3952	0	0	0	0	
13.5399	52.3917	0	0	0	0	
13.5219	52.4048	0	0	0	0	
