13.4242	52.5287	0	0	0	0	
13.4073	52.5349	0	0	0	0	
13.3938	52.5716	0	0	0	0	
13.3545	52.5931	0	0	0	0	
13.377	52.6055	0	0	0	0	
13.3837	52.6173	0	0	0	0	
13.3713	52.6304	0	0	0	0	
13.3994	52.654	0	0	0	0	
13.4343	52.6415	0	0	0	0	
13.45	52.654	0	0	0	0	
13.4815	52.6602	0	0	0	0	
13.4579	52.6685	0	0	0	0	
13.4893	52.6789	0	0	0	0	
13.4938	52.6609	0	0	0	0	
13.5253	52.6478	0	0	0	0	
13.5242	52.6339	0	0	0	0	
13.5084	52.6256	0	0	0	0	
13.5084	52.6007	0	0	0	0	
13.4882	52.5896	0	0	0	0	
13.4893	52.5709	0	0	0	0	
13.4983	52.5557	0	0	0	0	
13.4725	52.5529	0	0	0	0	
13.4635	52.5329	0	0	0	0	
13.477	52.5246	0	0	0	0	
13.4612	52.5239	0	0	0	0	
13.4444	52.5329	0	0	0	0	
13.4242	52.5287	0	0	0	0	
