13.3455	52.4125	0	0	0	0	
13.314	52.4021	0	0	0	0	
13.2983	52.418	0	0	0	0	
13.2736	52.4069	0	0	0	0	
13.2534	52.4069	0	0	0	0	
13.2489	52.4221	0	0	0	0	
13.2287	52.4235	0	0	0	0	
13.2073	52.418	0	0	0	0	
13.1624	52.4069	0	0	0	0	
13.1691	52.3979	0	0	0	0	
13.1399	52.3993	0	0	0	0	
13.1152	52.4069	0	0	0	0	
13.1118	52.4138	0	0	0	0	
13.0927	52.4166	0	0	0	0	
13.0961	52.427	0	0	0	0	
13.1096	52.4291	0	0	0	0	
13.1242	52.4443	0	0	0	0	
13.1522	52.4471	0	0	0	0	
13.177	52.4595	0	0	0	0	
13.1904	52.474	0	0	0	0	
13.2129	52.4734	0	0	0	0	
13.2365	52.4747	0	0	0	0	
13.2567	52.4692	0	0	0	0	
13.2927	52.474	0	0	0	0	
13.3219	52.4699	0	0	0	0	
13.341	52.4685	0	0	0	0	
13.3601	52.4561	0	0	0	0	
13.3747	52.4311	0	0	0	0	
13.3455	52.4125	0	0	0	0	
