13.2747	52.5536	0	0	0	0	
13.2579	52.5536	0	0	0	0	
13.2309	52.5668	0	0	0	0	
13.2208	52.5917	0	0	0	0	
13.2073	52.6083	0	0	0	0	
13.223	52.6325	0	0	0	0	
13.268	52.6332	0	0	0	0	
13.2669	52.6436	0	0	0	0	
13.286	52.6464	0	0	0	0	
13.2938	52.6644	0	0	0	0	
13.3118	52.6505	0	0	0	0	
13.3118	52.6339	0	0	0	0	
13.341	52.6284	0	0	0	0	
13.3713	52.6304	0	0	0	0	
13.3837	52.6173	0	0	0	0	
13.377	52.6055	0	0	0	0	
13.3534	52.5931	0	0	0	0	
13.3938	52.5716	0	0	0	0	
13.3702	52.5633	0	0	0	0	
13.3365	52.5682	0	0	0	0	
13.3062	52.5536	0	0	0	0	
13.2747	52.5536	0	0	0	0	
