13.1904	52.474	0	0	0	0	
13.177	52.4595	0	0	0	0	
13.1522	52.4471	0	0	0	0	
13.1242	52.4443	0	0	0	0	
13.1118	52.4554	0	0	0	0	
13.1208	52.4782	0	0	0	0	
13.1702	52.5135	0	0	0	0	
13.1455	52.5225	0	0	0	0	
13.1208	52.5211	0	0	0	0	
13.1343	52.5592	0	0	0	0	
13.15	52.5585	0	0	0	0	
13.1534	52.5862	0	0	0	0	
13.1343	52.5896	0	0	0	0	
13.1612	52.6021	0	0	0	0	
13.2208	52.5917	0	0	0	0	
13.2309	52.5668	0	0	0	0	
13.2567	52.5536	0	0	0	0	
13.2747	52.5536	0	0	0	0	
13.286	52.537	0	0	0	0	
13.2264	52.5301	0	0	0	0	
13.214	52.5066	0	0	0	0	
13.1927	52.4948	0	0	0	0	
13.1904	52.474	0	0	0	0	
